station_id,Model,MAE,RMSE,MAPE,R2,Time_s
500101128,RandomForest,7.775,8.986,57.114,-0.069,0.092
500101128,LinearRegression,7.852,9.815,54.901,-0.275,0.002
500101128,Prophet,10.439,12.008,68.733,-0.909,0.2
500101128,ARIMA,7.008,9.071,97.433,-0.089,0.03
500101129,Naive,6.146,6.978,93.988,-0.045,0
500101129,WeeklyAvg,5.527,7.07,63.174,-0.073,0
500101129,RandomForest,5.763,6.956,82.7,-0.039,0.086
500101129,LinearRegression,7.247,9.702,77.661,-1.021,0.001
500101129,Prophet,10.89,12.527,163.48,-2.369,0.211
500101129,ARIMA,5.902,6.855,108.456,-0.009,0.038
500101130,Naive,3.456,4.144,218.335,-0.003,0
500101130,WeeklyAvg,2.586,3.287,111.193,0.369,0
500101130,RandomForest,2.943,3.878,202.525,0.122,0.086
500101130,LinearRegression,2.865,3.518,103.719,0.277,0.002
500101130,Prophet,4.439,5.199,145.128,-0.579,0.222
